URS Requirement ID,Priority,Requirement,Acceptance Criteria,Business Process,Epic,Design Component,Design Reference,API,Database Entity,User Story,Test Case ID,Test Type,Test Case,Test Result,Defect Reference,Release Version
BFR-SAV-007,P2,Merchant reserve rules shall be supported.,Configurable percentage of merchant receipts can be allocated to reserve.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-007,POST /api/v1/merchants/{id}/reserve-rule; GET /api/v1/merchants/{id}/reserve,"savings_rule(rule_type = MERCHANT_RESERVE), savings_goal of type reserve",US-SAV-007,TC-SAV-007-5,Decimal and rounding,Percentage arithmetic exact in minor units,NOT_EXECUTED,,
BFR-SAV-008,P1,Savings recommendations shall require opt-in before activation.,Recommendation alone cannot move funds.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-008,GET /api/v1/savings/recommendations; POST /api/v1/savings/rules,savings_rule.opt_in_at NOT NULL where the rule originated from a recommendation; recommendation_id retained.,US-SAV-008,TC-SAV-008-1,Negative functional,Recommendation alone moves no funds,NOT_EXECUTED,,
BFR-SAV-008,P1,Savings recommendations shall require opt-in before activation.,Recommendation alone cannot move funds.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-008,GET /api/v1/savings/recommendations; POST /api/v1/savings/rules,savings_rule.opt_in_at NOT NULL where the rule originated from a recommendation; recommendation_id retained.,US-SAV-008,TC-SAV-008-2,Security,No endpoint executes a recommendation directly,NOT_EXECUTED,,
BFR-SAV-008,P1,Savings recommendations shall require opt-in before activation.,Recommendation alone cannot move funds.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-008,GET /api/v1/savings/recommendations; POST /api/v1/savings/rules,savings_rule.opt_in_at NOT NULL where the rule originated from a recommendation; recommendation_id retained.,US-SAV-008,TC-SAV-008-3,Positive functional,Acceptance creates a rule with opt-in recorded,NOT_EXECUTED,,
BFR-SAV-008,P1,Savings recommendations shall require opt-in before activation.,Recommendation alone cannot move funds.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-008,GET /api/v1/savings/recommendations; POST /api/v1/savings/rules,savings_rule.opt_in_at NOT NULL where the rule originated from a recommendation; recommendation_id retained.,US-SAV-008,TC-SAV-008-4,Audit verification,Opt-in auditable with the originating recommendation,NOT_EXECUTED,,
BFR-SAV-009,P1,Underlying regulated savings provider shall be identifiable.,Customer can see who legally holds/provides savings product.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-009,"(no new endpoint) savings responses include legal_provider {partner_id, display_name, regulatory_reference}.",product_version.legal_provider_partner_id,US-SAV-009,TC-SAV-009-1,Positive functional,Provider displayed before first contribution,NOT_EXECUTED,,
BFR-SAV-009,P1,Underlying regulated savings provider shall be identifiable.,Customer can see who legally holds/provides savings product.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-009,"(no new endpoint) savings responses include legal_provider {partner_id, display_name, regulatory_reference}.",product_version.legal_provider_partner_id,US-SAV-009,TC-SAV-009-2,Negative functional,Goal cannot be created without a provider,NOT_EXECUTED,,
BFR-SAV-009,P1,Underlying regulated savings provider shall be identifiable.,Customer can see who legally holds/provides savings product.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-009,"(no new endpoint) savings responses include legal_provider {partner_id, display_name, regulatory_reference}.",product_version.legal_provider_partner_id,US-SAV-009,TC-SAV-009-3,Positive functional,Provider change notifies the customer,NOT_EXECUTED,,
BFR-SAV-009,P1,Underlying regulated savings provider shall be identifiable.,Customer can see who legally holds/provides savings product.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-009,"(no new endpoint) savings responses include legal_provider {partner_id, display_name, regulatory_reference}.",product_version.legal_provider_partner_id,US-SAV-009,TC-SAV-009-4,Integration,Suspended provider blocks new contributions,NOT_EXECUTED,,
BFR-SAV-009,P1,Underlying regulated savings provider shall be identifiable.,Customer can see who legally holds/provides savings product.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-009,"(no new endpoint) savings responses include legal_provider {partner_id, display_name, regulatory_reference}.",product_version.legal_provider_partner_id,US-SAV-009,TC-SAV-009-5,Positive functional,Provider shown on statements and receipts,NOT_EXECUTED,,
BFR-SAV-010,P1,Goal progress shall update after confirmed movements.,Failed or pending transfers do not inflate achieved savings.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-010,GET /api/v1/savings/goals/{id},"savings_contribution.status, goal progress derived from confirmed rows only.",US-SAV-010,TC-SAV-010-1,Positive functional,Confirmed contribution advances progress,NOT_EXECUTED,,
BFR-SAV-010,P1,Goal progress shall update after confirmed movements.,Failed or pending transfers do not inflate achieved savings.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-010,GET /api/v1/savings/goals/{id},"savings_contribution.status, goal progress derived from confirmed rows only.",US-SAV-010,TC-SAV-010-2,Negative functional,Pending contribution does not advance progress,NOT_EXECUTED,,
BFR-SAV-010,P1,Goal progress shall update after confirmed movements.,Failed or pending transfers do not inflate achieved savings.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-010,GET /api/v1/savings/goals/{id},"savings_contribution.status, goal progress derived from confirmed rows only.",US-SAV-010,TC-SAV-010-3,Negative functional,Failed contribution does not advance progress,NOT_EXECUTED,,
BFR-SAV-010,P1,Goal progress shall update after confirmed movements.,Failed or pending transfers do not inflate achieved savings.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-010,GET /api/v1/savings/goals/{id},"savings_contribution.status, goal progress derived from confirmed rows only.",US-SAV-010,TC-SAV-010-4,Reversal,Reversal reduces progress via a linked correction,NOT_EXECUTED,,
BFR-SAV-010,P1,Goal progress shall update after confirmed movements.,Failed or pending transfers do not inflate achieved savings.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-010,GET /api/v1/savings/goals/{id},"savings_contribution.status, goal progress derived from confirmed rows only.",US-SAV-010,TC-SAV-010-5,Positive functional,"Progress derived, not stored as a counter",NOT_EXECUTED,,
BFR-SAV-010,P1,Goal progress shall update after confirmed movements.,Failed or pending transfers do not inflate achieved savings.,BuntuSave,EPIC-SAV,Savings (`savings-svc`),05-fds/domain-12-buntusave.md#bfr-sav-010,GET /api/v1/savings/goals/{id},"savings_contribution.status, goal progress derived from confirmed rows only.",US-SAV-010,TC-SAV-010-6,Integration,Passport savings metrics use confirmed only,NOT_EXECUTED,,
BFR-CIR-001,P1,User shall create a savings Circle.,"Founder can define name, purpose, contribution and schedule.",BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-001,POST /api/v1/circles; POST /api/v1/circles/{id}/activate,"circle, circle_rule_version, circle_member, contribution_schedule",US-CIR-001,TC-CIR-001-1,Positive functional,"Circle created with name, purpose, contribution and schedule",NOT_EXECUTED,,
BFR-CIR-001,P1,User shall create a savings Circle.,"Founder can define name, purpose, contribution and schedule.",BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-001,POST /api/v1/circles; POST /api/v1/circles/{id}/activate,"circle, circle_rule_version, circle_member, contribution_schedule",US-CIR-001,TC-CIR-001-2,Negative functional,Activation below minimum membership refused,NOT_EXECUTED,,
BFR-CIR-001,P1,User shall create a savings Circle.,"Founder can define name, purpose, contribution and schedule.",BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-001,POST /api/v1/circles; POST /api/v1/circles/{id}/activate,"circle, circle_rule_version, circle_member, contribution_schedule",US-CIR-001,TC-CIR-001-3,Negative functional,Contribution above configured maximum refused,NOT_EXECUTED,,
BFR-CIR-001,P1,User shall create a savings Circle.,"Founder can define name, purpose, contribution and schedule.",BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-001,POST /api/v1/circles; POST /api/v1/circles/{id}/activate,"circle, circle_rule_version, circle_member, contribution_schedule",US-CIR-001,TC-CIR-001-4,Positive functional,Rules stored as version 1,NOT_EXECUTED,,
BFR-CIR-001,P1,User shall create a savings Circle.,"Founder can define name, purpose, contribution and schedule.",BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-001,POST /api/v1/circles; POST /api/v1/circles/{id}/activate,"circle, circle_rule_version, circle_member, contribution_schedule",US-CIR-001,TC-CIR-001-5,Permissions,Only a member can view the Circle,NOT_EXECUTED,,
BFR-CIR-002,P1,Circle shall support rotating savings model.,Payout order and cycles can be configured.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-002,GET /api/v1/circles/{id}/payout-order; GET /api/v1/circles/{id}/cycles,"circle_cycle, payout_order(member_id, position, cycle_number)",US-CIR-002,TC-CIR-002-1,Positive functional,Payout order configured and visible to all members,NOT_EXECUTED,,
BFR-CIR-002,P1,Circle shall support rotating savings model.,Payout order and cycles can be configured.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-002,GET /api/v1/circles/{id}/payout-order; GET /api/v1/circles/{id}/cycles,"circle_cycle, payout_order(member_id, position, cycle_number)",US-CIR-002,TC-CIR-002-2,Positive functional,Cycle pays out per the rule version,NOT_EXECUTED,,
BFR-CIR-002,P1,Circle shall support rotating savings model.,Payout order and cycles can be configured.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-002,GET /api/v1/circles/{id}/payout-order; GET /api/v1/circles/{id}/cycles,"circle_cycle, payout_order(member_id, position, cycle_number)",US-CIR-002,TC-CIR-002-3,Negative functional,Order cannot be changed outside governance,NOT_EXECUTED,,
BFR-CIR-002,P1,Circle shall support rotating savings model.,Payout order and cycles can be configured.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-002,GET /api/v1/circles/{id}/payout-order; GET /api/v1/circles/{id}/cycles,"circle_cycle, payout_order(member_id, position, cycle_number)",US-CIR-002,TC-CIR-002-4,Positive functional,Randomised order recorded and reproducible,NOT_EXECUTED,,
BFR-CIR-002,P1,Circle shall support rotating savings model.,Payout order and cycles can be configured.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-002,GET /api/v1/circles/{id}/payout-order; GET /api/v1/circles/{id}/cycles,"circle_cycle, payout_order(member_id, position, cycle_number)",US-CIR-002,TC-CIR-002-5,Positive functional,"Outstanding contributions handled per rules, not by default",NOT_EXECUTED,,
BFR-CIR-003,P1,Circle shall support accumulating savings model.,Contributions can remain pooled toward configured goal.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-003,GET /api/v1/circles/{id}/pool,"circle ledger account, circle_contribution",US-CIR-003,TC-CIR-003-1,Positive functional,Contributions accumulate towards the goal,NOT_EXECUTED,,
BFR-CIR-003,P1,Circle shall support accumulating savings model.,Contributions can remain pooled toward configured goal.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-003,GET /api/v1/circles/{id}/pool,"circle ledger account, circle_contribution",US-CIR-003,TC-CIR-003-2,Positive functional,Pool balance equals the ledger account balance,NOT_EXECUTED,,
BFR-CIR-003,P1,Circle shall support accumulating savings model.,Contributions can remain pooled toward configured goal.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-003,GET /api/v1/circles/{id}/pool,"circle ledger account, circle_contribution",US-CIR-003,TC-CIR-003-3,Negative functional,Distribution without approvals refused,NOT_EXECUTED,,
BFR-CIR-003,P1,Circle shall support accumulating savings model.,Contributions can remain pooled toward configured goal.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-003,GET /api/v1/circles/{id}/pool,"circle ledger account, circle_contribution",US-CIR-003,TC-CIR-003-4,Positive functional,Individual attribution preserved,NOT_EXECUTED,,
BFR-CIR-004,P1,Members shall accept Circle rules before participation.,Acceptance timestamp and rule version recorded.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-004,POST /api/v1/circles/{id}/members/{member_id}/accept,"rule_acceptance(member_id, rule_version_id, accepted_at)",US-CIR-004,TC-CIR-004-1,Positive functional,Acceptance recorded with version and timestamp,NOT_EXECUTED,,
BFR-CIR-004,P1,Members shall accept Circle rules before participation.,Acceptance timestamp and rule version recorded.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-004,POST /api/v1/circles/{id}/members/{member_id}/accept,"rule_acceptance(member_id, rule_version_id, accepted_at)",US-CIR-004,TC-CIR-004-2,Negative functional,Contribution without acceptance refused,NOT_EXECUTED,,
BFR-CIR-004,P1,Members shall accept Circle rules before participation.,Acceptance timestamp and rule version recorded.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-004,POST /api/v1/circles/{id}/members/{member_id}/accept,"rule_acceptance(member_id, rule_version_id, accepted_at)",US-CIR-004,TC-CIR-004-3,Positive functional,New version requires fresh acceptance,NOT_EXECUTED,,
BFR-CIR-004,P1,Members shall accept Circle rules before participation.,Acceptance timestamp and rule version recorded.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-004,POST /api/v1/circles/{id}/members/{member_id}/accept,"rule_acceptance(member_id, rule_version_id, accepted_at)",US-CIR-004,TC-CIR-004-4,Security,Acceptance records append-only,NOT_EXECUTED,,
BFR-CIR-004,P1,Members shall accept Circle rules before participation.,Acceptance timestamp and rule version recorded.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-004,POST /api/v1/circles/{id}/members/{member_id}/accept,"rule_acceptance(member_id, rule_version_id, accepted_at)",US-CIR-004,TC-CIR-004-5,Positive functional,Rules displayed in the member's language,NOT_EXECUTED,,
BFR-CIR-005,P1,Circle rules shall be version-controlled.,Historical and current rules are retrievable.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-005,GET /api/v1/circles/{id}/rules/versions; GET .../rules?as_of=,circle_rule_version (append-only),US-CIR-005,TC-CIR-005-1,Positive functional,New version created; old version retrievable,NOT_EXECUTED,,
BFR-CIR-005,P1,Circle rules shall be version-controlled.,Historical and current rules are retrievable.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-005,GET /api/v1/circles/{id}/rules/versions; GET .../rules?as_of=,circle_rule_version (append-only),US-CIR-005,TC-CIR-005-2,Security,In-force version cannot be edited,NOT_EXECUTED,,
BFR-CIR-005,P1,Circle rules shall be version-controlled.,Historical and current rules are retrievable.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-005,GET /api/v1/circles/{id}/rules/versions; GET .../rules?as_of=,circle_rule_version (append-only),US-CIR-005,TC-CIR-005-3,Positive functional,Change requires the current version's threshold,NOT_EXECUTED,,
BFR-CIR-005,P1,Circle rules shall be version-controlled.,Historical and current rules are retrievable.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-005,GET /api/v1/circles/{id}/rules/versions; GET .../rules?as_of=,circle_rule_version (append-only),US-CIR-005,TC-CIR-005-4,Positive functional,Every transaction records its rule version,NOT_EXECUTED,,
BFR-CIR-005,P1,Circle rules shall be version-controlled.,Historical and current rules are retrievable.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-005,GET /api/v1/circles/{id}/rules/versions; GET .../rules?as_of=,circle_rule_version (append-only),US-CIR-005,TC-CIR-005-5,Positive functional,As-of query resolves the historically correct version,NOT_EXECUTED,,
BFR-CIR-006,P1,Contributions shall be tracked per member.,"Paid, due, late and missed status available.",BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-006,GET /api/v1/circles/{id}/contributions?period=; POST /api/v1/circles/{id}/contributions,"contribution_schedule, circle_contribution(status)",US-CIR-006,TC-CIR-006-1,Positive functional,"Paid, due, late and missed all represented",NOT_EXECUTED,,
BFR-CIR-006,P1,Contributions shall be tracked per member.,"Paid, due, late and missed status available.",BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-006,GET /api/v1/circles/{id}/contributions?period=; POST /api/v1/circles/{id}/contributions,"contribution_schedule, circle_contribution(status)",US-CIR-006,TC-CIR-006-2,Negative functional,Status cannot be set manually by an administrator,NOT_EXECUTED,,
BFR-CIR-006,P1,Contributions shall be tracked per member.,"Paid, due, late and missed status available.",BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-006,GET /api/v1/circles/{id}/contributions?period=; POST /api/v1/circles/{id}/contributions,"contribution_schedule, circle_contribution(status)",US-CIR-006,TC-CIR-006-3,Negative functional,Unconfirmed payment does not count as paid,NOT_EXECUTED,,
BFR-CIR-006,P1,Contributions shall be tracked per member.,"Paid, due, late and missed status available.",BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-006,GET /api/v1/circles/{id}/contributions?period=; POST /api/v1/circles/{id}/contributions,"contribution_schedule, circle_contribution(status)",US-CIR-006,TC-CIR-006-4,Reversal,Reversal reverts status with a correction,NOT_EXECUTED,,
BFR-CIR-006,P1,Contributions shall be tracked per member.,"Paid, due, late and missed status available.",BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-006,GET /api/v1/circles/{id}/contributions?period=; POST /api/v1/circles/{id}/contributions,"contribution_schedule, circle_contribution(status)",US-CIR-006,TC-CIR-006-5,Permissions,Non-members cannot see the grid,NOT_EXECUTED,,
BFR-CIR-007,P1,Members shall view transparent Circle ledger.,Authorised members see group transactions and references.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-007,GET /api/v1/circles/{id}/ledger?from=&to=,projection over journal/journal_line for the Circle account.,US-CIR-007,TC-CIR-007-1,Positive functional,All group movements visible to members,NOT_EXECUTED,,
BFR-CIR-007,P1,Members shall view transparent Circle ledger.,Authorised members see group transactions and references.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-007,GET /api/v1/circles/{id}/ledger?from=&to=,projection over journal/journal_line for the Circle account.,US-CIR-007,TC-CIR-007-2,Security,No personal data beyond display names exposed,NOT_EXECUTED,,
BFR-CIR-007,P1,Members shall view transparent Circle ledger.,Authorised members see group transactions and references.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-007,GET /api/v1/circles/{id}/ledger?from=&to=,projection over journal/journal_line for the Circle account.,US-CIR-007,TC-CIR-007-3,Positive functional,Ledger reconciles exactly to the general ledger,NOT_EXECUTED,,
BFR-CIR-007,P1,Members shall view transparent Circle ledger.,Authorised members see group transactions and references.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-007,GET /api/v1/circles/{id}/ledger?from=&to=,projection over journal/journal_line for the Circle account.,US-CIR-007,TC-CIR-007-4,Permissions,Former member sees only their entitled scope,NOT_EXECUTED,,
BFR-CIR-007,P1,Members shall view transparent Circle ledger.,Authorised members see group transactions and references.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-007,GET /api/v1/circles/{id}/ledger?from=&to=,projection over journal/journal_line for the Circle account.,US-CIR-007,TC-CIR-007-5,Positive functional,Every entry has a quotable reference,NOT_EXECUTED,,
BFR-CIR-008,P1,Administrators shall not delete financial history.,Posted contributions cannot be silently removed.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-008,(no new endpoint) no delete endpoint exists for contributions or Circle ledger entries.,contributions and journals are append-only (LED-002).,US-CIR-008,TC-CIR-008-1,Security,No delete path exists for any Circle role,NOT_EXECUTED,,
BFR-CIR-008,P1,Administrators shall not delete financial history.,Posted contributions cannot be silently removed.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-008,(no new endpoint) no delete endpoint exists for contributions or Circle ledger entries.,contributions and journals are append-only (LED-002).,US-CIR-008,TC-CIR-008-2,Positive functional,Correction is a visible reversal requiring approval,NOT_EXECUTED,,
BFR-CIR-008,P1,Administrators shall not delete financial history.,Posted contributions cannot be silently removed.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-008,(no new endpoint) no delete endpoint exists for contributions or Circle ledger entries.,contributions and journals are append-only (LED-002).,US-CIR-008,TC-CIR-008-3,Negative functional,Member removal retains contribution history,NOT_EXECUTED,,
BFR-CIR-008,P1,Administrators shall not delete financial history.,Posted contributions cannot be silently removed.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-008,(no new endpoint) no delete endpoint exists for contributions or Circle ledger entries.,contributions and journals are append-only (LED-002).,US-CIR-008,TC-CIR-008-4,Audit verification,Delete attempt audited,NOT_EXECUTED,,
BFR-CIR-009,P2,Circle shall support member invitation.,Invite via supported phone/link/QR workflow.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-009,POST /api/v1/circles/{id}/invitations; POST /api/v1/invitations/{token}/accept,"circle_invitation(token_hash, channel, expires_at, status)",US-CIR-009,TC-CIR-009-1,Positive functional,Invitation by each supported channel works,NOT_EXECUTED,,
BFR-CIR-009,P2,Circle shall support member invitation.,Invite via supported phone/link/QR workflow.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-009,POST /api/v1/circles/{id}/invitations; POST /api/v1/invitations/{token}/accept,"circle_invitation(token_hash, channel, expires_at, status)",US-CIR-009,TC-CIR-009-2,Security,"Token single-use, hashed, expiring",NOT_EXECUTED,,
BFR-CIR-009,P2,Circle shall support member invitation.,Invite via supported phone/link/QR workflow.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-009,POST /api/v1/circles/{id}/invitations; POST /api/v1/invitations/{token}/accept,"circle_invitation(token_hash, channel, expires_at, status)",US-CIR-009,TC-CIR-009-3,Negative functional,Acceptance still requires rule acceptance,NOT_EXECUTED,,
BFR-CIR-009,P2,Circle shall support member invitation.,Invite via supported phone/link/QR workflow.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-009,POST /api/v1/circles/{id}/invitations; POST /api/v1/invitations/{token}/accept,"circle_invitation(token_hash, channel, expires_at, status)",US-CIR-009,TC-CIR-009-4,Negative functional,Member limit blocks acceptance,NOT_EXECUTED,,
BFR-CIR-009,P2,Circle shall support member invitation.,Invite via supported phone/link/QR workflow.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-009,POST /api/v1/circles/{id}/invitations; POST /api/v1/invitations/{token}/accept,"circle_invitation(token_hash, channel, expires_at, status)",US-CIR-009,TC-CIR-009-5,Security,Invitation rate-limited,NOT_EXECUTED,,
BFR-CIR-010,P2,Member exit shall follow configurable rules.,Exit action triggers configured settlement/approval process.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-010,POST /api/v1/circles/{id}/members/{id}/exit; GET .../exit-requests/{id},"circle_member.status, exit_request(status, settlement_amount_minor)",US-CIR-010,TC-CIR-010-1,Positive functional,Exit follows the configured process,NOT_EXECUTED,,
BFR-CIR-010,P2,Member exit shall follow configurable rules.,Exit action triggers configured settlement/approval process.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-010,POST /api/v1/circles/{id}/members/{id}/exit; GET .../exit-requests/{id},"circle_member.status, exit_request(status, settlement_amount_minor)",US-CIR-010,TC-CIR-010-2,Negative functional,Exit with obligations blocked pending settlement,NOT_EXECUTED,,
BFR-CIR-010,P2,Member exit shall follow configurable rules.,Exit action triggers configured settlement/approval process.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-010,POST /api/v1/circles/{id}/members/{id}/exit; GET .../exit-requests/{id},"circle_member.status, exit_request(status, settlement_amount_minor)",US-CIR-010,TC-CIR-010-3,Positive functional,Terms applied are those the member accepted,NOT_EXECUTED,,
BFR-CIR-010,P2,Member exit shall follow configurable rules.,Exit action triggers configured settlement/approval process.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-010,POST /api/v1/circles/{id}/members/{id}/exit; GET .../exit-requests/{id},"circle_member.status, exit_request(status, settlement_amount_minor)",US-CIR-010,TC-CIR-010-4,Negative functional,Exit does not delete history,NOT_EXECUTED,,
BFR-CIR-010,P2,Member exit shall follow configurable rules.,Exit action triggers configured settlement/approval process.,BuntuCircle,EPIC-CIR,Circles (`circle-svc`),05-fds/domain-13-buntucircle.md#bfr-cir-010,POST /api/v1/circles/{id}/members/{id}/exit; GET .../exit-requests/{id},"circle_member.status, exit_request(status, settlement_amount_minor)",US-CIR-010,TC-CIR-010-5,Integration,Exit breaching minimum membership notifies the group,NOT_EXECUTED,,
BFR-CG-001,P1,Circle shall support configurable voting.,Proposal can define threshold and voting period.,Circle governance and payouts,EPIC-CG,Circles (`circle-svc`),05-fds/domain-14-circle-governance.md#bfr-cg-001,POST /api/v1/circles/{id}/proposals; POST .../proposals/{pid}/votes; GET .../proposals/{pid},"proposal(type, threshold_type, threshold_value, opens_at, closes_at, status), vote",US-CG-001,TC-CG-001-1,Positive functional,Proposal with threshold and period reaches an outcome,NOT_EXECUTED,,
BFR-CG-001,P1,Circle shall support configurable voting.,Proposal can define threshold and voting period.,Circle governance and payouts,EPIC-CG,Circles (`circle-svc`),05-fds/domain-14-circle-governance.md#bfr-cg-001,POST /api/v1/circles/{id}/proposals; POST .../proposals/{pid}/votes; GET .../proposals/{pid},"proposal(type, threshold_type, threshold_value, opens_at, closes_at, status), vote",US-CG-001,TC-CG-001-2,Negative functional,Vote after close refused,NOT_EXECUTED,,
BFR-CG-001,P1,Circle shall support configurable voting.,Proposal can define threshold and voting period.,Circle governance and payouts,EPIC-CG,Circles (`circle-svc`),05-fds/domain-14-circle-governance.md#bfr-cg-001,POST /api/v1/circles/{id}/proposals; POST .../proposals/{pid}/votes; GET .../proposals/{pid},"proposal(type, threshold_type, threshold_value, opens_at, closes_at, status), vote",US-CG-001,TC-CG-001-3,Permissions,Ineligible member cannot vote,NOT_EXECUTED,,
